epoch,train_loss,train_f1,val_loss,val_P,val_R,val_F1,test_loss,test_P,test_R,test_F1
1,1.7278640650127968,0.6806468647763043,0.617851510643959,0.8574709048188672,0.8574709048188672,0.8574709043188672,0.8464273895536151,0.8255462209993855,0.8255462209993855,0.8255462204993854
2,0.4145494765173698,0.9089295053051839,0.2847808189690113,0.9383543198144386,0.9383543198144386,0.9383543193144386,0.4815065733024052,0.892982805818025,0.892982805818025,0.892982805318025
3,0.19436851858134993,0.9581213961689421,0.19440430216491222,0.9586277869045967,0.9586277869045967,0.9586277864045967,0.38888595146792276,0.9115215846200119,0.9115215846200119,0.9115215841200118
4,0.1368310830259271,0.9689353898284746,0.1491543296724558,0.9630770056709328,0.9630770056709328,0.9630770051709328,0.3372098548071725,0.9251805791511505,0.9251805791511505,0.9251805786511504
5,0.07462691490431797,0.9839530120328096,0.13738950714468956,0.9703088412757271,0.9703088412757271,0.9703088407757271,0.2878861129283905,0.9364122772815777,0.9364122772815777,0.9364122767815777
6,0.050606029144330524,0.9903165854982514,0.12232664320617914,0.9704135317380178,0.9704135317380178,0.9704135312380178,0.29520403487341745,0.9385005663596934,0.9385005663596934,0.9385005658596933
7,0.03921987866050456,0.991570031082349,0.1176917040720582,0.9713862777558626,0.9713862777558626,0.9713862772558626,0.30262885987758636,0.9351591537364053,0.9351591537364053,0.9351591532364053
8,0.035710771983354095,0.9928390331463521,0.11660346295684576,0.969630009341278,0.969630009341278,0.9696300088412779,0.3071855157613754,0.9349833294302259,0.9349833294302259,0.9349833289302258
