epoch,train_loss,train_f1,val_loss,val_P,val_R,val_F1,test_loss,test_P,test_R,test_F1
1,2.4165106305369624,0.4674511776019217,1.6363946464326646,0.6144862296035641,0.6144862296035641,0.6144862291035641,1.718666359782219,0.5951475926846644,0.5951475926846644,0.5951475921846644
2,1.2691415824272014,0.6897809149572929,1.3005266388257344,0.6821630696033864,0.6821630696033864,0.6821630691033863,1.36297441025575,0.6613104682228297,0.6613104682228297,0.6613104677228296
3,0.8268488743055014,0.783925045296292,1.1599197718832228,0.7226266971901124,0.7226266971901124,0.7226266966901124,1.217768982052803,0.7033845442847703,0.7033845442847703,0.7033845437847702
4,0.5432008309864703,0.8553443607400875,1.1065024269951715,0.7310142550249316,0.7310142550249316,0.7310142545249315,1.1626601467529933,0.710427214451026,0.710427214451026,0.7104272139510259
5,0.3595391087877898,0.9045714047947686,1.1313324968020122,0.7298174337368368,0.7298174337368368,0.7298174332368368,1.1905469745397568,0.7251420406035308,0.7251420406035308,0.725142040103531
6,0.24229431538670151,0.9386878353505731,1.118153108490838,0.7458146699927137,0.7458146699927137,0.7458146694927137,1.241376760105292,0.717121062100703,0.717121062100703,0.7171210616007032
7,0.16736211112619917,0.960466582433439,1.1418840156661139,0.7392980392648457,0.7392980392648457,0.7392980387648457,1.2515868718425434,0.7221263827778713,0.7221263827778713,0.7221263822778714
8,0.11148425580266817,0.9763161544204423,1.1443722777896457,0.752890102138188,0.752890102138188,0.7528901016381879,1.2918620184063911,0.7232243539273434,0.7232243539273434,0.7232243534273435
